cijhho123/2014/Liber Primus/liber primus images full/05.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/05.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 673066, sha 2829e1381201
cijhho123/2014/Liber Primus/liber primus images full/06.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/06.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 823807, sha 596ae8f80ada
cijhho123/2014/Liber Primus/liber primus images full/07.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/07.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 823514, sha 1ce21df6a0b8
cijhho123/2014/Liber Primus/liber primus images full/08.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/08.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 638805, sha 426124114b62
cijhho123/2014/Liber Primus/liber primus images full/09.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/09.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 724577, sha fa928ae55ac8
cijhho123/2014/Liber Primus/liber primus images full/10.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/10.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 4240957, sha 369ee0a0eb59
cijhho123/2014/Liber Primus/liber primus images full/11.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/11.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 712733, sha d80bea5ec6aa
cijhho123/2014/Liber Primus/liber primus images full/12.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/12.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 703428, sha 49253cf8e4c1
cijhho123/2014/Liber Primus/liber primus images full/13.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/13.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 2070134, sha 754a18ce2d0b
cijhho123/2014/Liber Primus/liber primus images full/14.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/14.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 625668, sha 28a1ac59a2f1
cijhho123/2014/Liber Primus/liber primus images full/15.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/15.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 426945, sha 32952b7d2802
cijhho123/2014/Liber Primus/liber primus images full/16.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/16.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 485456, sha 6f8059f7e802
cijhho123/2014/Liber Primus/liber primus images full/17.jpg	https://raw.githubusercontent.com/cijhho123/cicada3301/main/2014/Liber%20Primus/liber%20primus%20images%20full/17.jpg	github.com/cijhho123/cicada3301 (community archive: 'Original files from the puzzles'); upstream git blob size 695525, sha abab573f7a37
